id,job_id,crawl_id,timestamp,url,html,screenshot,screenshot_host,parent_page_url,parent_page_type,parent_page,platform,chumbox_id,max_bid_price,winning_bid,with_context,bb_x,bb_y,bb_height,bb_width
17,,1,2025-05-04 15:41:44.102-05,,"<div class=""ad-slot-header"">
            <div class=""ad-slot-header__container adSlotHeaderContainer"">
                    <div data-uri=""cms.cnn.com/_components/ad-slot/instances/cnn-v1@published"" class=""ad-slot adSlotLoaded"" data-path=""header/ad-slot-header[0]/items"" data-desktop-slot-id=""ad_bnr_atf_01"" data-mobile-slot-id=""ad_bnr_atf_01"" data-unselectable=""true"" data-ad-slot-rendered-size=""1366x250""><div id=""ad_bnr_atf_01"" class=""ad adfuel-rendered"" style="""" data-google-query-id=""CMisk7LWio0DFaGBpgQdoWIQHw""><div id=""google_ads_iframe_/8663477/CNN/homepage/landing_8__container__"" style=""border: 0pt none; display: inline-block; width: 1366px; height: 250px;""><iframe frameborder=""0"" src=""https://1e5f057d7e363ff09724ec56265dd1ea.safeframe.googlesyndication.com/safeframe/1-0-43/html/container.html"" id=""google_ads_iframe_/8663477/CNN/homepage/landing_8"" title=""3rd party ad content"" name="""" scrolling=""no"" marginwidth=""0"" marginheight=""0"" width=""1366"" height=""250"" data-is-safeframe=""true"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" allow=""private-state-token-redemption;attribution-reporting"" aria-label=""Advertisement"" tabindex=""0"" style=""border: 0px; vertical-align: bottom;"" data-google-container-id=""j"" data-load-complete=""true""></iframe></div></div>
        <div class=""ad-slot__feedback ad-feedback-link-container"" style=""width: 1366px;"">
            <div class=""ad-slot__ad-label"" data-ad-label-text=""Advertisement""></div>
             
  <div data-ad-type=""DISPLAY"" data-ad-identifier=""ad_bnr_atf_01"" class=""ad-feedback-link"">
    <div class=""ad-feedback-link__label"">Ad Feedback</div>
  </div>
            
        </div>
    <iframe class=""resizeListenerIframe"" src=""about:blank"" tabindex=""-1"" frameborder=""0"" aria-hidden=""true""></iframe></div>

            </div>
        </div>",example_crawl_name/scraped_ads/ad_17/ad_17.webp,,https://www.cnn.com/,main,2,,,,,f,,,,
18,,1,2025-05-04 15:41:49.369-05,,"<div class=""ob-widget-header"">
    <span class=""ob-grid-header-text"">PAID PARTNER CONTENT</span>
</div>",example_crawl_name/scraped_ads/ad_18/ad_18.webp,,https://www.cnn.com/,main,2,,,,,f,,,,
19,,1,2025-05-04 15:41:54.686-05,,"<div class=""ob-widget-header"">
        <span class=""ob-widget-text"">Paid Content Recommendations</span>
    <div class=""ob_what ob_what_resp"">
		<a href=""https://www.outbrain.com/what-is/default/en"" rel=""nofollow"" aria-label=""What is Outbrain?"" onclick=""OBR.extern.callWhatIs('https://www.outbrain.com/what-is/default/en',-1,-1, false ,null,2);return false""></a>
	</div>
</div>",example_crawl_name/scraped_ads/ad_19/ad_19.webp,,https://www.cnn.com/,main,2,,,,,f,,,,
26,,2,2025-05-04 15:49:36.078-05,https://adclick.g.doubleclick.net/pcs/click%253Fxai%253DAKAOjstE8DHaoHZYH6Cv4oDGlwpZA_vZO6XbFwoDaDJtVnMauEz5U8IyOd2PORNv7hIKw7SjlPtUon7a6z00MAYTsK_3t_Ft_jRyE1dtk87VSWSKJrylfhxW3a8BQHCWZ1aGQX0M6s8600Hlb4wx1qcPpxbbNypYLJo2YWgWElaByf8Nj-1XvTfoxPSS_fDFlGxsH-9yak1ovhSJPtccUAlgfw_8QShweh24fhRJxmRFQ2cltUZg-HV_q0yEO2gHU-jsLAScBtIZMjL0y2Jjxqad3YeZQbZb5wgRgtyq7fJbhjPcxfhQeb7dmAAp9asO7F_AyX2g4J4WmF70NHypYiKWhehHuHuRD3_a4H56Ecg49fzNQw1cDNycLqvGIRUbTFejxJdJseGCVeELWmm838EpXk6PYw%2526sai%253DAMfl-YTBgc1eivZz5frDQd1mbzJFPSPoMU2MFqt3rb7-qBmOSKsAEEDEew0EUii8-Ne6C-GPPJz8RZHhluj_cjdLOU2yWIr49oGGFyPeiRKUo38uX65ZvbTWIHQCarxvQ8-TjhqnJ1Tafo13laRhZOFeZvKElx_qf2dHeK_nWeSAzu4bPZTlfYI7xeKv0glPJMKCM_h_5FYx_28LvKTuYBafOUWLba2Dc7SW4_pCy7PZbas%2526sig%253DCg0ArKJSzAwZ4Br6q-0aEAE%2526fbs_aeid%253D%25255Bgw_fbsaeid%25255D%2526urlfix%253D1%2526adurl%253Dhttps://ad.doubleclick.net/ddm/trackclk/N1336239.120106CONDENASTDIGITAL-/B33301723.418479090;dc_trk_aid=610590889;dc_trk_cid=232633627;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;gdpr=;gdpr_consent=;ltd=;dc_tdv=1,"<div class=""AdWrapper-dQtivb fZrssQ ad ad--rail""><div class=""ad__slot ad__slot--rail"" data-node-id=""jmsg8""><div id=""cns-ads-slot-type-rail-0"" class=""cns-ads-stage cns-ads-slot-type-rail cns-ads-slot-type-rail-0 cns-ads-slot-state-filled cns-ads-slot-size-300x600"" data-name=""rail_0"" data-slot-type=""rail""><div class=""cns-ads-flex-sizer""></div><div id=""rail_0"" class=""cns-ads-container"" data-node-id=""jmsg8"" style=""margin: 0px auto; box-sizing: content-box;"" data-google-query-id=""CI-_pqnYio0DFXG9pgQdRwo8_w""><div id=""google_ads_iframe_3379/conde.newyorker/rail/homepage/bundle/1_0__container__"" style=""border: 0pt none; margin: auto; text-align: center;""><iframe id=""google_ads_iframe_3379/conde.newyorker/rail/homepage/bundle/1_0"" name=""google_ads_iframe_3379/conde.newyorker/rail/homepage/bundle/1_0"" title=""3rd party ad content"" width=""300"" height=""600"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""Advertisement"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" data-google-container-id=""8"" style=""border: 0px; vertical-align: bottom;"" data-integralas-id-680df58c-3120-6b36-d566-4e11446ed80a=""""></iframe></div></div></div></div></div>",example_crawl_name/scraped_ads/ad_26/ad_26.webp,,https://www.newyorker.com/,main,4,,,,,f,,,,
46,,2,2025-05-04 15:57:24.943-05,https://click-va.acuityplatform.com/Adserver/landing?etoken=MHZGKHvW2n7gN8HgAMOTUyOTc4MTczNTk0Bw49-KU0DidtwAIOMhmAAw4-HzZ4DjqgEgEOPfi1Cg49-KRZDj34pg0AKDAzYWM5OWY2NTU2OWNiNGEyZWFiZmJmOWMwNzFjZGE2YTM3NzhiN2MJDj34iAQAAAAJjnigaAUAAAAAGo4vsEQAATAMAAUzNDAwMQsAAAAANi_1CQgAKDZlMmMxODU0N2VkYzUxNjhjYmNmNDY5ODI3YWU0OTcyNmIyY2FmYzJ7AAJuZRwACDI1NmVmMzA2GwALZjllOTUxZDk2OTEaDj34pkMOPfinTwADQVNVUAACTElRAAZBTkFCUlVTAAUxMDgxNlIAAAAANir31isAATAsAAAnDj34oSgOPfikKQ49-KZJAAEwKg49-MUtDj34pi4OPfimPQAoNmUyYzE4NTQ3ZWRjNTE2OGNiY2Y0Njk4MjdhZTQ5NzI2YjJjYWZjMmQOPfigZQ49-KdiDj3w1mMOPaUCPwAEOTgyNDcAADgAADUAC2Y5ZTk1MWQ5NjkxDw49-KYVVr8hPhbWLzf8GA49-KYZDj34phIOPfinEwABMBAOPfinTAAKOTQwLXJkYi1hdk0AJjUzOTEzNjYzMDc0NzFfMTQ5MTYxMjkzNjQ3MV85NDAtcmRiLWF2VA4-HzZLAAo4MzAtZGliLWF2Ww49-KJVDj34p10OPZQ6Xg49eQpfDjyxyGAOOCwgYQ45ETh5Dj9MKn8OPfinZgAWMzQwMDE6NzA4NTVhOTI1ZDY2ZGZiMGoABjAyNzAzM2cAAAAANiqPHmgAAAAANir-6WkAAAAANir-6WwLIt81Qm4O6HpUmTf8a0BX2LwZ0ipwdQAAAZarqYV2bgALNTEsMjEsNjIsMzJyAAAAADYq_ul3AA==&jk=,"<aside class=""ad-unit ad-unit--square ad-unit--sticky ad-unit--is-rendered"">
		<div class=""ad-unit__content"">
			     <div id=""acm-ad-tag-mr_combo2-mr_combo2"" data-slot=""{&quot;is_oop&quot;:false,&quot;is_companion&quot;:true,&quot;sizes&quot;:[[[1280,0],[[300,600],[300,250]]],[[1024,0],[[300,600],[300,250]]],[[768,0],[[300,250]]],[[641,0],[[300,250]]],[[0,0],[[300,250]]]],&quot;size&quot;:[300,250]}"" data-unit=""/5678/nx.wcia/home"" data-fbonly=""false"" data-refids="""" data-not-refids="""" data-targeting=""{&quot;kw&quot;:&quot;\/&quot;,&quot;pos&quot;:&quot;mr_combo2&quot;,&quot;fold&quot;:&quot;btf&quot;,&quot;category&quot;:&quot;&quot;}"" data-google-query-id=""CLv05-PZio0DFQ3z9QId0AAUkQ"" width=""300"" height=""600"" class=""htl-size-300x600""><div id=""google_ads_iframe_/5678/nx.wcia/home_5__container__"" style=""border: 0pt none; margin: auto; text-align: center; width: 300px; height: 600px;""><iframe frameborder=""0"" src=""https://a03fa53fd7d9b2f37b127d9d73cc0889.safeframe.googlesyndication.com/safeframe/1-0-43/html/container.html"" id=""google_ads_iframe_/5678/nx.wcia/home_5"" title=""3rd party ad content"" name="""" scrolling=""no"" marginwidth=""0"" marginheight=""0"" width=""300"" height=""600"" data-is-safeframe=""true"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" allow=""private-state-token-redemption;attribution-reporting"" aria-label=""Advertisement"" tabindex=""0"" data-google-container-id=""6"" style=""border: 0px; vertical-align: bottom; width: 300px; height: 600px;"" data-load-complete=""true""></iframe></div></div>     <script>     try {         var event = new CustomEvent(""nsDfpSlotRendered"", {             detail: { id: ""acm-ad-tag-mr_combo2-mr_combo2"" }         });         console.log(""HTL.nsDfpSlotRendered"", event);         window.dispatchEvent(event);     } catch (err) {}     </script>     		</div>
	</aside>",example_crawl_name/scraped_ads/ad_46/ad_46.webp,,https://www.wcia.com/,main,9,,,,,f,,,,
29,,2,2025-05-04 15:54:09.126-05,https://www.dicegameeos.com/extension.html?gad_source=5&gclid=EAIaIQobChMIpLGoodmKjQMVsx5oCB1rCjluEAEYASAAEgJdEfD_BwE,"<div class=""block advertisement-160x600-left ad-fixed""><div class=""ad-wrapper""><div id=""left-ad"" class=""ad-holder""><div id=""sky-atf""><div data-pw-desk=""sky_atf"" data-selector-id=""sky-atf"" id=""pw-160x600_atf"" class=""pw-tag pw-size-160x600"" style=""max-height: 600px; max-width: 160px;"" data-google-query-id=""CM3h1qHZio0DFd-0pgQdEHgSpw""><div id=""google_ads_iframe_/45966600/pw/skyscraper_homepage_0__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/skyscraper_homepage_0"" name=""google_ads_iframe_/45966600/pw/skyscraper_homepage_0"" title=""3rd party ad content"" width=""160"" height=""600"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" data-google-container-id=""2"" style=""border: 0px; vertical-align: bottom;""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_pw-160x600_atf"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div></div></div>",example_crawl_name/scraped_ads/ad_29/ad_29.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
30,,2,2025-05-04 15:54:14.751-05,https://gamehooo.com/?gad_source=5&gclid=EAIaIQobChMI2bKrodmKjQMVFhtoCB2n5jpLEAEYASAAEgJz7PD_BwE,"<div class=""ad-wrapper""><!-- 970 x 90 ATF Desktop --><div id=""leaderboard-atf""><div data-pw-desk=""leaderboard_atf"" data-selector-id=""leaderboard-atf"" id=""leaderboard_atf"" class=""pw-tag pw-size-728x90"" style=""max-height: 110px;"" data-google-query-id=""CMzh1qHZio0DFd-0pgQdEHgSpw""><div id=""google_ads_iframe_/45966600/pw/leaderboard_homepage_0__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/leaderboard_homepage_0"" name=""google_ads_iframe_/45966600/pw/leaderboard_homepage_0"" title=""3rd party ad content"" width=""728"" height=""90"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" data-google-container-id=""1"" style=""border: 0px; vertical-align: bottom;""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_leaderboard_atf"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div>",example_crawl_name/scraped_ads/ad_30/ad_30.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
53,,2,2025-05-04 15:58:00.681-05,https://googleads.g.doubleclick.net/pcs/click?xai=AKAOjsteMlxmCs-5htSJ__hQLo1oCIKWLybrFooHMJu3XP2jjX3oLVh_-P07g7_3A_9EqfROgyvX82m5zctHdPoiMYE_gBY0tR-z51iaoAyDxf43GOCcqkMln_QaeafbY97ByS0EfaLrXt0-0Q4nuZkbdkkYW3VOvL7M0uavevgY2DTRzpduWFW2MjWtU99vB-dlgPozttMvgfSMTeKPExGJY8V1AEE4ipXG_2bdwsALabLQnekCXijF2cW8gCwVI9AMgECWLOMVuEAGRZCx1apq46OfMzfeiyMYY99QOU2F-e1JGBXUDhphoVyMjT58ZpVdtQ5s58LSwTENXrwoPrf-yIXLpzuPPGUdXvzEqTBt6UJ3CRdX5l8XrIqagmunr01kpFNuL8Zms6tdwL6xvRFgrNn0&sai=AMfl-YRHhG6GvIRZghutDggUskDzYCgTIYpTEA3FpAwJP571G3vBm0P-7Y8J4XP_VxJFykVkujg2mkepO0e8x44eoIasyBjbGWv-3b0JceyyO1rHZ366mAV1zdRzJ2PAnsyvF0hQ31AGgg6e8rqK5YV2SViWSfIWo2Pi9OL1TIGz0IT7ew&sig=Cg0ArKJSzFbcTQH0-Qrj&fbs_aeid=%5Bgw_fbsaeid%5D&adurl=https://www.operationhonorguard.us/&nm=2&nx=150&ny=-31&mb=1&clkt=20,"<iframe id=""google_ads_iframe_/5678/nx.wcia/countdown_clock/operation_honor_guard_0"" name=""google_ads_iframe_/5678/nx.wcia/countdown_clock/operation_honor_guard_0"" title=""3rd party ad content"" width=""300"" height=""90"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""Advertisement"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" data-google-container-id=""1"" style=""border: 0px; vertical-align: bottom;""></iframe>",example_crawl_name/scraped_ads/ad_53/ad_53.webp,,https://www.wcia.com/,main,9,,,,,f,,,,
31,,2,2025-05-04 15:54:20.265-05,,"<div class=""ad-wrapper""><!-- 300 x 250 ATFR Desktop --><div id=""med-rect-atf""><div data-pw-desk=""med_rect_atf"" data-selector-id=""med-rect-atf"" id=""med_rect_atf"" class=""pw-tag pw-size-300x250"" style=""max-height: 270px; max-width: 300px;"" data-google-query-id=""CKu21qHZio0DFVWCpgQdFWknrg""><div id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_0__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_0"" name=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_0"" title=""3rd party ad content"" width=""300"" height=""250"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" data-google-container-id=""3"" style=""border: 0px; vertical-align: bottom;""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_med_rect_atf"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div>",example_crawl_name/scraped_ads/ad_31/ad_31.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
32,,2,2025-05-04 15:54:35.71-05,,"<div class=""ad-wrapper""><!-- 300 x 250 BTF Desktop --><div id=""med-rect-btf1""><div data-pw-desk=""med_rect_btf"" data-selector-id=""med-rect-btf1"" id=""med_rect_btf"" class=""pw-tag pw-size-300x250"" style=""max-height: 270px; max-width: 300px;"" data-google-query-id=""CJvSmaTZio0DFeqjpgQdgyMjOg""><div id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_1__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_1"" name=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_1"" title=""3rd party ad content"" width=""300"" height=""250"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" style=""border: 0px; vertical-align: bottom;"" data-google-container-id=""4""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_med_rect_btf"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div>",example_crawl_name/scraped_ads/ad_32/ad_32.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
33,,2,2025-05-04 15:54:51.151-05,,"<div class=""ad-wrapper""><!-- 300 x 250 BTF Desktop --><div id=""med-rect-btf2""><div data-pw-desk=""med_rect_btf"" data-selector-id=""med-rect-btf2"" id=""med_rect_btf2"" class=""pw-tag pw-size-300x250"" style=""max-height: 270px; max-width: 300px;"" data-google-query-id=""CJ6ak6bZio0DFa-FpgQdzyQcLQ""><div id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_2__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_2"" name=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_2"" title=""3rd party ad content"" width=""300"" height=""250"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" style=""border: 0px; vertical-align: bottom;"" data-google-container-id=""5""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_med_rect_btf2"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div>",example_crawl_name/scraped_ads/ad_33/ad_33.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
34,,2,2025-05-04 15:55:06.578-05,,"<div class=""ad-wrapper""><!-- 300 x 250 BTF Desktop --><div id=""med-rect-btf3""><div data-pw-desk=""med_rect_btf"" data-selector-id=""med-rect-btf3"" id=""med_rect_btf3"" class=""pw-tag pw-size-300x250"" style=""max-height: 270px; max-width: 300px;"" data-google-query-id=""COuF0abZio0DFST49QId4u4pSA""><div id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_3__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_3"" name=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_3"" title=""3rd party ad content"" width=""300"" height=""250"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" style=""border: 0px; vertical-align: bottom;"" data-google-container-id=""6""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_med_rect_btf3"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div>",example_crawl_name/scraped_ads/ad_34/ad_34.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
35,,2,2025-05-04 15:55:21.991-05,,"<div class=""ad-wrapper""><!-- 300 x 250 BTF Desktop --><div id=""med-rect-btf4""><div data-pw-desk=""med_rect_btf"" data-selector-id=""med-rect-btf4"" id=""med_rect_btf4"" class=""pw-tag pw-size-300x250"" style=""max-height: 270px; max-width: 300px;"" data-google-query-id=""CKiLj6fZio0DFefgGAId_9wrBQ""><div id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_4__container__"" style=""border: 0pt none;""><iframe id=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_4"" name=""google_ads_iframe_/45966600/pw/medium_rectangle_homepage_4"" title=""3rd party ad content"" width=""300"" height=""250"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" aria-label=""ad"" tabindex=""0"" allow=""private-state-token-redemption;attribution-reporting"" data-load-complete=""true"" style=""border: 0px; vertical-align: bottom;"" data-google-container-id=""7""></iframe></div><div class=""pw_report_ad_container"" style=""line-height: normal; display: block; justify-content: center; height: 20px; text-align: center;""><span style=""color: #bbb;
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                ;user-select:none;"">Advertisement&nbsp;|&nbsp;</span><a id=""report_ad_med_rect_btf4"" href=""#"" class=""playwire_report_ad_link"" style=""color: #4db2ec !important; 
                    font-size:10px !important;
                    font-family:&quot;Open Sans&quot;,arial,sans-serif !important;
                    font-weight: normal !important;
                    font-style: normal !important;
                    text-decoration: none !important;
                "" role=""button"">Report Ad</a></div></div></div></div>",example_crawl_name/scraped_ads/ad_35/ad_35.webp,,https://www.coolmathgames.com/,main,7,,,,,f,,,,
